review,rating
Great sound in a small package?easy to set up and use; fun to own.,1
I had a brand new echo Dot and thought that the refurbished would be just as good. It was quite different from my expectations. Refurbished unit did not even turn on and after a while I realized that the power adapter was faulty. There is no way for me to have Amazon send me a power adapter by itself according to the return options. I love Amazon and buy even my toilet paper through them but this was truly a let down.Update: Amazon contacted me and credited me enough to buy a new power adapter. This is why I shop on Amazon. I can always trust them to deliver on their products.,1
sounds great have not used the hub yet,1
I like the compact structure of the Dot. The sound is a little too low.,1
Easy to set up and use.,1
Bluetooth sound is great. Videos are crazy. It?s an amazing device.,1
"""Music, weather, time.""",1
"""So easy to use, non-stop music!""",1
"""Easy to set up and use,""",1
I dislike that it confuses my requests all the time.,0
Still trying to figure out how to link to Bluetooth speaker.,1
Great Product,1
"""No problems, works as expected. Could have a better speaker.""",0
"""Very helpful for playing music, setting alarms, and talking to you when you are lonely.""",1
Its was easy to set up,1
"""The Echoplus is a great extension for the Echo Dots in our home. I am a little disappointed that Alexa is not as good at information requests as Google. But as a start on home automation, she is very impressive.""",1
"""Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha""",1
"""When we first received this product, it was great.  However, about a week ago, the device served up a video advertisement around 10:30pm at night and scared myself and my family.  If you want to make sure you are protected and don't allow video directly in your home, the spot is not a device that can keep you safe.""",0
I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.,1
"""I am guilty of not setting this up, I had my youngest daughter do it. She did not seem to have much trouble figuring it out. So I would have to assume it was not very difficult. I have not tried to use it  yet but my oldest seems to like it so she ordered one for herself.""",1
My 3rd echo device. Very easy to set up. Works perfectly.,1
A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!,1
Yet another Exho for our home and love them all!!!,1
"""Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it.""",1
Worked as advertised !,1
Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.,1
I really haven?t found any difference between this and the original version I bought. They both work great,1
"""I?m impressed with the quality of sound that the Echo has, it?s definitely comparable to my Bose Mini. I only gave 4 stars because I can?t use my Apple Music account.""",1
I loved it so much on my living room TV that I bought one for the bedroom TV. Highly recommend this device to anyone wanting to simplify and improve their online entertainment experience.,1
LOVE!,1
"""Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.""",0
Works much easier than our 3 year old one. Better internet resemption,1
Small speaker tin sound. Great with good Bluetooth speaker.,1
Echo Dot and related devices are the best thing to come in a long time.,1
